Strain	accession	gene	original_header	seq_type	tax	vsearch_hash	len
calothrix_ALVJ01000037.1	ALVJ01000037.1	psaA	calothrix sp. pcc7103	psaA_nmc	NMC	cfbbeb4ba8d1ebb7993f2f043cd540c8	2256
pseudanabaena_ALVK01000018.1	ALVK01000018.1	psaA	pseudanabaena sp. pcc6802	psaA_nmc	NMC	0c5cfc6946bd1b3fb24e242ad03645fd	2256
pleurocapsa_ALVL01000024.1	ALVL01000024.1	psaA	pleurocapsa sp. pcc7319	psaA_nmc	NMC	6e4fa5b666e5ca3b694e2ea7034eab1f	2262
leptolyngbya_ALVM01000010.1	ALVM01000010.1	psaA	leptolyngbya boryana pcc6306	psaA_nmc	NMC	daa3ad3999a5cb2d2e6c08bace2e2446	2253
geminocystis_ALVO01000007.1	ALVO01000007.1	psaA	geminocystis herdmanii pcc6308	psaA_nmc	NMC	f1c7c900f3ec5331c8c068deacaed437	2250
nodosilinea_ALVP01000018.1	ALVP01000018.1	psaA	nodosilinea nodulosa pcc7104	psaA_nmc	NMC	54635e154ed8d4c17cdd5732069faf1a	2292
fischerella_ALVS01000067.1	ALVS01000067.1	psaA	fischerella sp. pcc9339	psaA_nmc	NMC	8a44e2fb2d44ee87b6d1096f57b37dae	2256
synechocystis_ALVU02000001.1	ALVU02000001.1	psaA	synechocystis sp. pcc7509	psaA_nmc	NMC	6d59cb59321d63eaa55f1ea17c3e3277	2256
leptolyngbya_ALVV02000065.1	ALVV02000065.1	psaA	leptolyngbya sp. pcc6406	psaA_nmc	NMC	71ed3f43a75f8c8fb3eca1234f0ca23d	2253
gloeocapsa_ALVY01000149.1	ALVY01000149.1	psaA	gloeocapsa sp. pcc73106	psaA_nmc	NMC	69723847a73f115709f73f68f3518334	2253
xenococcus_ALVZ01000190.1	ALVZ01000190.1	psaA	xenococcus sp. pcc7305	psaA_nmc	NMC	c2ca66d7df3a1971ebc6aa368d5e9189	2241
cyanobacterium_ALWA01000028.1	ALWA01000028.1	psaA	cyanobacterium pcc7702 chl7702draft_scaffold_0.1_cont28	psaA_nmc	NMC	ac7ae6e1f428fad49c9ea8f1f86402a0	2256
synechococcus_ALWC01000004.1	ALWC01000004.1	psaA	synechococcus sp. pcc7336	psaA_syn	MIC	1f65155e929b6e7e24a284167272abe4	2259
[scytonema_ALWD01000107.1	ALWD01000107.1	psaA	[scytonema hofmanni] utex	psaA_nmc	NMC	fd319c8288a50306fa65631c2c717a67	2256
fortiea_ANFJ01000002.1	ANFJ01000002.1	psaA	fortiea contorta pcc7126	psaA_nmc	NMC	d2ad6e7be3997ec6f10b1ff41d7daff7	2256
geitlerinema_ANFQ01000232.1	ANFQ01000232.1	psaA	geitlerinema sp. pcc7105	psaA_nmc	NMC	00fe28e6b63fab6751ae9a28db8a778a	2268
prochlorothrix_ANKN01000208.1	ANKN01000208.1	psaA	prochlorothrix hollandica pcc9006	psaA_nmc	NMC	fd7980726f0f9b41ddc301c9723a0888	2262
oscillatoria_ANKO01000021.1	ANKO01000021.1	psaA	oscillatoria sp. pcc10802	psaA_nmc	NMC	d23b520a9311836f59dc705184fc80b2	2292
fistulifera_AP011960.1	AP011960.1	psaA	fistulifera solaris chloroplast	psaA_nmc	NMC	84730ed0857b0ff22868b5a65bab7a27	2256
emiliania_AY741371.1	AY741371.1	psaA	emiliania huxleyi strain	psaA_nmc	NMC	c0fc459ce695c8cac0040126ca19f85d	2256
pseudendoclonium_AY835431.1	AY835431.1	psaA	pseudendoclonium akinetum chloroplast	psaA_nmc	NMC	73de4f1794c285cc967528d4b77d5fbc	1605
synechococcus_AZXL01000015.1	AZXL01000015.1	psaA	synechococcus sp. cc9616	psaA_syn	MIC	233614cb80fd499617133aeb439124fe	2301
synechococcus_BAUB01000007.1	BAUB01000007.1	psaA	synechococcus sp. nkbg15041c	psaA_syn	MIC	b1459272b7e91582ccc79bc4a5035cc9	2232
prochlorococcus_BX548174.1	BX548174.1	psaA	prochlorococcus marinus med4	psaA_pro	MIC	8e9ca54c6680e7cb9343ee2e94cd4519	2301
prochlorococcus_BX548175.1	BX548175.1	psaA	prochlorococcus marinus mit9313	psaA_pro	MIC	3bd84d8a263ff505d96cf159c41d6ea5	2328
richelia_CBZS010000267.1	CBZS010000267.1	psaA	richelia intracellularis wgs	psaA_nmc	NMC	df47c710399a96b71803114c34431525	2256
prochlorococcus_CP000095.2	CP000095.2	psaA	prochlorococcus marinus str.natl2a	psaA_pro	MIC	2c1e684d78a2c64eb305ba6768cfe232	2304
synechococcus_CP000100.1	CP000100.1	psaA	synechococcus elongatus pcc7942	psaA_syn	MIC	3a2e14f359179e835f699c824a3440ea	2289
synechococcus_CP000110.1	CP000110.1	psaA	synechococcus sp. cc9605	psaA_syn	MIC	72c7bb543ea4453001ec5fe3434ad0d4	2301
prochlorococcus_CP000111.1	CP000111.1	psaA	prochlorococcus marinus str.mit9312	psaA_pro	MIC	a592688f8f216eda9e7adf5ad8e045ba	2301
synechococcus_CP000435.1	CP000435.1	psaA	synechococcus sp. cc9311	psaA_syn	MIC	21aa7654bc217b17b48b134807c76cc8	2301
prochlorococcus_CP000551.1	CP000551.1	psaA	prochlorococcus marinus str.as9601	psaA_pro	MIC	c3a0d39c14f6e4bd0f91267ef32d9f84	2301
prochlorococcus_CP000552.1	CP000552.1	psaA	prochlorococcus marinus str.mit9515	psaA_pro	MIC	c138b3fbe1d5e498517a393bebf2db9d	2280
prochlorococcus_CP000554.1	CP000554.1	psaA	prochlorococcus marinus str.mit9303	psaA_pro	MIC	d21e3257ef8b69550ac586cfb57455f6	2328
prochlorococcus_CP000576.1	CP000576.1	psaA	prochlorococcus marinus str.mit9301	psaA_pro	MIC	7fd5d0d8bea39c3ad5fce8afeb055330	2301
cyanothece_CP000806.1	CP000806.1	psaA	cyanothece sp. atcc	psaA_nmc	NMC	26758538369ac9832d1e04dddb208624	2250
prochlorococcus_CP000825.1	CP000825.1	psaA	prochlorococcus marinus str.mit9215	psaA_pro	MIC	2ed9994e440869310e69bc29cdb128b1	2283
acaryochloris_CP000828.1	CP000828.1	psaA	acaryochloris marina mbic11017	psaA_nmc	NMC	674b38be2ae6edd8bc5fdde8e1c7456e	2259
prochlorococcus_CP000878.1	CP000878.1	psaA	prochlorococcus marinus str.mit9211	psaA_pro	MIC	862ca99270ef22e686c72ec699ae147b	2319
cyanothece_CP001344.1	CP001344.1	psaA	cyanothece sp. pcc7425	psaA_nmc	NMC	de5d4575f2dbcc8d48e090ff336aa50f	2268
rivularia_CP003549.1	CP003549.1	psaA	rivularia sp. pcc7116	psaA_nmc	NMC	7f300fecbfea2bb4ae338d026e1d11f3	2256
synechococcus_CP003558.1	CP003558.1	psaA	synechococcus sp. pcc6312	psaA_syn	MIC	ad58fd4e93e43b20d6cf5215066ca24d	2265
pleurocapsa_CP003590.1	CP003590.1	psaA	pleurocapsa sp. pcc7327	psaA_nmc	NMC	58c6118ff96cea64d62724e9fba3437b	2244
geitlerinema_CP003591.1	CP003591.1	psaA	geitlerinema sp. pcc7407	psaA_nmc	NMC	7c0c6bb49a42d8d909bf3b347e3a9aaa	2253
pseudanabaena_CP003592.1	CP003592.1	psaA	pseudanabaena sp. pcc7367	psaA_nmc	NMC	bf0dc9d8b0788e7c143ceb615789c2ad	2253
synechococcus_CP003594.1	CP003594.1	psaA	synechococcus sp. pcc7502	psaA_syn	MIC	bbd907c40bf12f3e993ccd15bfa36256	2250
chamaesiphon_CP003600.1	CP003600.1	psaA	chamaesiphon minutus pcc6605	psaA_nmc	NMC	401c7921d508b009da49355ddc5a59af	2250
calothrix_CP003610.1	CP003610.1	psaA	calothrix sp. pcc6303	psaA_nmc	NMC	4b71cb4bfe18e57cde5050432b031057	2256
oscillatoria_CP003614.1	CP003614.1	psaA	oscillatoria nigro-viridis pcc7112	psaA_nmc	NMC	68175b8fea9bc776e5cddb78b05820df	2292
microcoleus_CP003630.1	CP003630.1	psaA	microcoleus sp. pcc7113	psaA_nmc	NMC	e70108d4c0b518b501595be7b3ae4265	2253
cylindrospermum_CP003642.1	CP003642.1	psaA	cylindrospermum stagnale pcc7417	psaA_nmc	NMC	ff096e6ec2bcd445268ec000e5f8ef7a	2256
gloeocapsa_CP003646.1	CP003646.1	psaA	gloeocapsa sp. pcc7428	psaA_nmc	NMC	988c408cf1f4af1c3aa26f2503258a19	2256
stanieria_CP003653.1	CP003653.1	psaA	stanieria cyanosphaera pcc7437	psaA_nmc	NMC	10083f67b82644b7db75fa78178d3a51	2253
anabaena_CP003659.1	CP003659.1	psaA	anabaena cylindrica pcc7122	psaA_nmc	NMC	34bc8a1eb62907456ef9df77d4caca5b	2256
cyanobacterium_CP003940.1	CP003940.1	psaA	cyanobacterium stanieri pcc7202	psaA_nmc	NMC	5595aed9304c2f75a8558486c7216814	2250
synechococcus_CP006269.1	CP006269.1	psaA	synechococcus sp. kordi-100	psaA_syn	MIC	ed98ca4a8d4a7ece8ae8bad74f0fbaf6	2301
synechococcus_CP006270.1	CP006270.1	psaA	synechococcus sp. kordi-49	psaA_syn	MIC	2be765dfb78f2614b774c682770968a5	2301
synechococcus_CP006271.1	CP006271.1	psaA	synechococcus sp. kordi-52	psaA_syn	MIC	f5efeca00b38afbb8404960be05a24af	2301
prochlorococcus_CP007754.1	CP007754.1	psaA	prochlorococcus sp. mit0801	psaA_pro	MIC	3a9f008aed0f756bcd47a0bac2074ed2	2304
ostreococcus_CR954199.2	CR954199.2	psaA	ostreococcus tauri chloroplast	psaA_nmc	NMC	5ddc989772b93b3c501b637d938ffd32	2253
synechococcus_CT971583.1	CT971583.1	psaA	synechococcus wh7803 complete	psaA_syn	MIC	40547449525aad161c37dacc8870d3ec	2301
synechococcus_CT978603.1	CT978603.1	psaA	synechococcus sp. rcc307	psaA_syn	MIC	46f21463a94850a29c621f38fccc102c	2301
oltmannsiellopsis_DQ291132.1	DQ291132.1	psaA	oltmannsiellopsis viridis chloroplast	psaA_nmc	NMC	0a98e14a250f11812b5bcbce6f2dbf9c	2253
scenedesmus_DQ396875.1	DQ396875.1	psaA	scenedesmus obliquus strain	psaA_nmc	NMC	43410f95f14fd4633de0504a10ea2a4c	2001
stigeoclonium_DQ630521.1	DQ630521.1	psaA	stigeoclonium helveticum strain	psaA_nmc	NMC	a6f9f5141540795065baf0039b72a3b5	981
microcoleus_DS989877.1	DS989877.1	psaA	microcoleus chthonoplastes pcc7420	psaA_nmc	NMC	123db1af0f9a263268d2761bfaf2a523	2253
phaeodactylum_EF067920.1	EF067920.1	psaA	phaeodactylum tricornutum chloroplast	psaA_nmc	NMC	19f36ec6f991454c640f4e29ecca38d8	2256
rhodomonas_EF508371.1	EF508371.1	psaA	rhodomonas salina strain	psaA_nmc	NMC	51cf0cfc24c9fc7893e342b17de73e94	2256
heterosigma_EU168190.1	EU168190.1	psaA	heterosigma akashiwo strain	psaA_nmc	NMC	9c461c29ff4c7e03722fffa1ff6d11d1	2250
oedogonium_EU677193.1	EU677193.1	psaA	oedogonium cardiacum strain	psaA_nmc	NMC	ec6ae487ee9bdda7e43e90b977b5997f	2253
vaucheria_EU912438.1	EU912438.1	psaA	vaucheria litorea chloroplast	psaA_nmc	NMC	a5db238cfafd945e15020d92f60b4e38	2247
chlamydomonas_FJ423446.1	FJ423446.1	psaA	chlamydomonas reinhardtii strain	psaA_nmc	NMC	dcae9ed74811b9424763d23ae1ed608a	1980
monomastix_FJ493497.1	FJ493497.1	psaA	monomastix sp. oke-1	psaA_nmc	NMC	53dbb2db7d52ce6bbc5ea286d2fface7	2250
pycnococcus_FJ493498.1	FJ493498.1	psaA	pycnococcus provasolii chloroplast	psaA_nmc	NMC	42fb42628da5a3922b5207e51dd3e75a	2250
pyramimonas_FJ493499.1	FJ493499.1	psaA	pyramimonas parkeae chloroplast	psaA_nmc	NMC	efd59fdec6dbae54ace328d826ae9ade	2253
micromonas_FJ858267.1	FJ858267.1	psaA	micromonas sp. rcc299	psaA_nmc	NMC	7aa1e6cc8fa822dd1ca1550aef9a708e	2253
oocystis_FJ968739.1	FJ968739.1	psaA	oocystis solitaria culture-collection	psaA_nmc	NMC	cd13b48c75f94e847a62a7e5d2b8977f	2253
parachlorella_FJ968741.1	FJ968741.1	psaA	parachlorella kessleri culture-collection	psaA_nmc	NMC	87d7a1141cde8dfe5367b16358bdbd88	2253
ectocarpus_FP102296.1	FP102296.1	psaA	ectocarpus siliculosus chloroplast	psaA_nmc	NMC	43d7d590545a2b8ae54e8b9eafe65b79	2247
prochlorococcus_GL947594.1	GL947594.1	psaA	prochlorococcus marinus bv.hnlc1	psaA_pro	MIC	aedbacfa8ccf9ad273b208ed10168945	2283
prochlorococcus_GL947595.1	GL947595.1	psaA	prochlorococcus marinus bv.hnlc2	psaA_pro	MIC	fc34c2bae849628e7575e9d9ceedbbd8	2283
aureococcus_GQ231541.1	GQ231541.1	psaA	aureococcus anophagefferens strain	psaA_nmc	NMC	05ac0b72edc92e4dd42a7987ee5e0bf5	2256
aureoumbra_GQ231542.1	GQ231542.1	psaA	aureoumbra lagunensis strain	psaA_nmc	NMC	34555d01f9cc31deebc9c8d16f3dd506	2253
volvox_GU084820.1	GU084820.1	psaA	volvox carteri f.	psaA_nmc	NMC	d186c5cd5ff20268dd42f34855a0909a	1560
floydiella_GU196268.1	GU196268.1	psaA	floydiella terrestris culture-collection	psaA_nmc	NMC	985c402d2f7c284d916cde52cb67e81e	2259
thalassiosira_GU323224.1	GU323224.1	psaA	thalassiosira oceanica ccmp1005	psaA_nmc	NMC	48527ce8875d43e1be533a15d4cb4189	2253
uncultured_HM565909.1	HM565909.1	psaA	uncultured prymnesiophyte c19847	psaA_nmc	NMC	a5fd4ba75652886af45f2191582eda60	2256
schizomeris_HQ700713.1	HQ700713.1	psaA	schizomeris leibleinii culture-collection	psaA_nmc	NMC	2667467ce9c5670a16bf0eaca7f65ea6	1149
mastigocladopsis_JH992901.1	JH992901.1	psaA	mastigocladopsis repens pcc10914	psaA_nmc	NMC	ae4b348d27aec379d4a3e28e152a3b37	2256
leptolyngbya_JH993797.1	JH993797.1	psaA	leptolyngbya sp. pcc7375	psaA_nmc	NMC	028a8bcf6af50259cb09cb8048192014	2265
karlodinium_JN039300.1	JN039300.1	psaA	karlodinium veneficum chloroplast	psaA_nmc	NMC	07c1e73750b2998c5ee934ecc4e08e9b	2235
phaeocystis_JN117275.2	JN117275.2	psaA	phaeocystis antarctica strain	psaA_nmc	NMC	1442f898e68ea3fdbb4bd050f30dacd0	2253
prochlorococcus_JNAI01000004.1	JNAI01000004.1	psaA	prochlorococcus marinus str.mit9107	psaA_pro	MIC	68a09dbce31bdec0f684823f1fe9b9be	2283
prochlorococcus_JNAL01000010.1	JNAL01000010.1	psaA	prochlorococcus marinus str.mit9201	psaA_pro	MIC	ab02623044ec80b086d71ce686c27197	2280
prochlorococcus_JNAM01000004.1	JNAM01000004.1	psaA	prochlorococcus marinus str.mit9302	psaA_pro	MIC	277c58fa6991c2d6bed75b23c01aaab8	2301
prochlorococcus_JNAO01000012.1	JNAO01000012.1	psaA	prochlorococcus marinus str.mit9314	psaA_pro	MIC	3aa3c944dda3d24aa0e4fd2dbd0f2675	2301
prochlorococcus_JNAP01000009.1	JNAP01000009.1	psaA	prochlorococcus marinus str.mit9321	psaA_pro	MIC	bd716397cfda51430146a1d523534555	2301
prochlorococcus_JNAS01000002.1	JNAS01000002.1	psaA	prochlorococcus marinus str.sb	psaA_pro	MIC	c4d6f1e07e794f0b3a15b2bdc12db6da	2301
prochlorococcus_JNAU01000003.1	JNAU01000003.1	psaA	prochlorococcus sp. mit0601	psaA_pro	MIC	34ed75986ffeefca69431dfd37d9e9ef	2319
prochlorococcus_JNAV01000006.1	JNAV01000006.1	psaA	prochlorococcus sp. mit0602	psaA_pro	MIC	6a04dc3ec8fd102cc710818eb1f1f051	2319
prochlorococcus_JNBA01000020.1	JNBA01000020.1	psaA	prochlorococcus sp. mit0701	psaA_pro	MIC	efe4e29102c55215030c36e554236e9b	2328
saccharina_JQ405663.1	JQ405663.1	psaA	saccharina japonica chloroplast	psaA_nmc	NMC	a1089e9e61a7c473c46e545d74908aba	2232
porphyra_JQ408795.1	JQ408795.1	psaA	porphyra umbilicalis plastid	psaA_nmc	NMC	252084d9f8f448a003544dde376c0e51	2256
uncultured_JX297813.1	JX297813.1	psaA	uncultured pelagomonas plastid	psaA_nmc	NMC	301ea4adbffbbaada718f93e6318f67d	2253
pyropia_KC517072.1	KC517072.1	psaA	pyropia yezoensis chloroplast	psaA_nmc	NMC	57c813a1a592753d7433393873f061e6	2256
cyanidium_NC_001840.1	NC_001840.1	psaA	cyanidium caldarium chloroplast	psaA_nmc	NMC	6125eac36022d6d9016abc78648d9f62	2238
cyanidioschyzon_NC_004799.1	NC_004799.1	psaA	cyanidioschyzon merolae strain	psaA_nmc	NMC	65a70d19b57671f2492cc84e1033d57f	2190
gracilaria_NC_006137.1	NC_006137.1	psaA	gracilaria tenuistipitata var.	psaA_nmc	NMC	4083b2825741740cc16d8bbc3c496cb6	2256
trichodesmium_NC_008312.1	NC_008312.1	psaA	trichodesmium erythraeum ims101	psaA_nmc	NMC	4a4b746adbebade35c51f08b18bfaee8	2259
bigelowiella_NC_008408.1	NC_008408.1	psaA	bigelowiella natans plastid	psaA_nmc	NMC	700d87cc584eba50765493fb28bdc006	2175
thalassiosira_NC_008589.1	NC_008589.1	psaA	thalassiosira pseudonana chloroplast	psaA_nmc	NMC	f7aa8f74ab6aedac55fd2498b79b66c7	2253
bryopsis_NC_013359.1	NC_013359.1	psaA	bryopsis hypnoides chloroplast	psaA_nmc	NMC	d303ab740962d0216467b337b8ed96a3	1797
kryptoperidinium_NC_014267.1	NC_014267.1	psaA	kryptoperidinium foliaceum chloroplast	psaA_nmc	NMC	550577e6304c34e8c29c4dfef786c7b1	2256
durinskia_NC_014287.1	NC_014287.1	psaA	durinskia baltica chloroplast	psaA_nmc	NMC	230bbedad8b1a5765444ebc8a4c048d6	2244
chromera_NC_014340.2	NC_014340.2	psaA	chromera velia strain	psaA_nmc	NMC	2a1bb61ab2d56913fa9fcf35984388b4	1167
coccomyxa_NC_015084.1	NC_015084.1	psaA	coccomyxa sp. c-169	psaA_nmc	NMC	b4b8d852523cfc2baf956530b0e05eae	2250
chlorella_NC_015359.1	NC_015359.1	psaA	chlorella variabilis plastid	psaA_nmc	NMC	adad6b9ee10f59fdf7cf5fff9fc0b157	2247
synedra_NC_016731.1	NC_016731.1	psaA	synedra acus chloroplast	psaA_nmc	NMC	fa5f4518bf14380c26aae6321e18373e	2244
pedinomonas_NC_016733.1	NC_016733.1	psaA	pedinomonas minor chloroplast	psaA_nmc	NMC	419fc240d6775fb4bc42b4f8ae23b02a	2256
fucus_NC_016735.1	NC_016735.1	psaA	fucus vesiculosus chloroplast	psaA_nmc	NMC	5c8a641e8d363446eb88b63dd3357530	2250
eutreptiella_NC_017754.2	NC_017754.2	psaA	eutreptiella gymnastica plastid	psaA_nmc	NMC	06340551652e350480272b3b5b8cbcef	1797
trebouxiophyceae_NC_018569.1	NC_018569.1	psaA	trebouxiophyceae sp. mx-az01	psaA_nmc	NMC	6f4dd8c7ca79b65359352e55066d899f	2250
nannochloropsis_NC_020014.1	NC_020014.1	psaA	nannochloropsis gaditana chloroplast	psaA_nmc	NMC	59850b14c8d5e810bd44f88f10a78773	2223
monomorphina_NC_020018.1	NC_020018.1	psaA	monomorphina aenigmatica strain	psaA_nmc	NMC	171f8d58d658383905f68c81b0dd6f27	2253
pavlova_NC_020371.1	NC_020371.1	psaA	pavlova lutheri chloroplast	psaA_nmc	NMC	1f943164dfa7429165156580c490547f	2256
gonium_NC_020438.1	NC_020438.1	psaA	gonium pectorale chloroplast	psaA_nmc	NMC	f9231f26f5412b66555281906242ff03	1995
chondrus_NC_020795.1	NC_020795.1	psaA	chondrus crispus plastid	psaA_nmc	NMC	c9f3dd8893d12c1738bdd9af7e8fb602	2256
calliarthron_NC_021075.1	NC_021075.1	psaA	calliarthron tuberculosum chloroplast	psaA_nmc	NMC	67abd7e667ab9f11afb5b6315e5851cc	2256
pyropia_NC_021189.1	NC_021189.1	psaA	pyropia haitanensis voucher	psaA_nmc	NMC	8bea1b4dfffedca41a16f4244bedc6cd	2256
grateloupia_NC_021618.1	NC_021618.1	psaA	grateloupia taiwanensis plastid	psaA_nmc	NMC	03cab5ef2aea40579e0de01f7d7358ee	2256
nodularia_NZ_AAVW01000003.1	NZ_AAVW01000003.1	psaA	nodularia spumigena ccy9414	psaA_nmc	NMC	51a21e115877f13ccc3d3a292933718f	2256
odontella_Z67753.1	Z67753.1	psaA	odontella sinensis complete	psaA_nmc	NMC	d8e34bc8aadb6072ba9e8f4eff738778	2253
vpsi4_SAMEA2621085-722	SAMEA2621085_722	psaA	TARA_itai_SAMEA2621085_722_vpsi4	psaA_vpsi4	VIR	2fec41460d7b8309c50285c4898a3261	2289
vpsi4_70SUR-107815	70SUR_107815	psaA	TARA_70SUR_107815_vpsi4	psaA_vpsi4	VIR	d24c01844b6d0b3dd4dec8bf3509dd21	207
vpsi4_GOS-JCVI-READ-1095964115098	GOS_JCVI_READ_1095964115098	psaA	GOS_GOS_JCVI_READ_1095964115098_vpsi4	psaA_vpsi4	VIR	ef6e4369754cc4d76a2713bb4691122f	336
vpsi4_GOS-JCVI-READ-1103242526277-+924g	GOS_JCVI_READ_1103242526277_+924g	psaA	GOS_GOS_JCVI_READ_1103242526277_+924g_vpsi4	psaA_vpsi4	VIR	2d26ce3ce722e8c9e56a5b9f22e54c82	537
vpsi4_GOS-JCVI-READ-1103769911166	GOS_JCVI_READ_1103769911166	psaA	GOS_GOS_JCVI_READ_1103769911166_vpsi4	psaA_vpsi4	VIR	131e6338f5e4699b1b16bf3b98923502	900
vpsi4_GOS-SCF-7180008897441	GOS_SCF_7180008897441	psaA	GOS_GOS_SCF_7180008897441_vpsi4	psaA_vpsi4	VIR	7ed29b80e06dd87a92e78e1db40e4770	915
vpsi4_GOS-SCF-7180009234904	GOS_SCF_7180009234904	psaA	GOS_GOS_SCF_7180009234904_vpsi4	psaA_vpsi4	VIR	6797776cc799fb07f9dbf814d1e3e578	297
vpsi4_TaraOceans-52SUR-SCF-322782	TaraOceans_52SUR_SCF_322782	psaA	TARA_TaraOceans_52SUR_SCF_322782_vpsi4	psaA_vpsi4	VIR	6327d134c7a260fc59b909721e4264c6	849
vpsi4_TaraOceans-70SUR-C4564825	TaraOceans_70SUR_C4564825	psaA	TARA_TaraOceans_70SUR_C4564825_vpsi4	psaA_vpsi4	VIR	56eb621fb5e03488bc4c227f244eec09	897
vpsi4_TaraOceans-70SUR-SCF-94779	TaraOceans_70SUR_SCF_94779	psaA	TARA_TaraOceans_70SUR_SCF_94779_vpsi4	psaA_vpsi4	VIR	764a5fc85d42572897cb8b96e535ab7a	801
vpsi7_52DCM-34175	52DCM_34175	psaA	TARA_52DCM_34175_vpsi7	psaA_vpsi7	VIR	0eb8484308a929232536599e602546f9	444
vpsi7_72DCM-14957	72DCM_14957	psaA	TARA_72DCM_14957_vpsi7	psaA_vpsi7	VIR	8ee38d11542a8929fce13efd7343c2ee	81
vpsi7_KM359505	KM359505	psaA	P-TIM68_KM359505_vpsi7	psaA_vpsi7	VIR	dc9a35cfc2154bfedc6ce9e560914320	2235
HTVC010P	NC_020481	MCP	MCP.HTVC010P.Podoviridae_pelagibacter.NC_020481	MCP_pelagibacterP	VIR	c925aa6c67ff4a24c7f4fa1a7cb6d45c	855
HTVC011P	NC_020482	DNAPol	DNAPol.HTVC011P.Podoviridae_pelagibacter.NC_020482	DNAPol_pelagibacterP	VIR	20e8218a44fc6808cf29d5bbd230ab66	1770
HTVC019P	NC_020483	DNAPol	DNAPol.HTVC019P.Podoviridae_pelagibacter.NC_020483	DNAPol_pelagibacterP	VIR	da752dcceb0bbca0f59b87a582663916	1698
HTVC008M	NC_020484	gp20	gp20.HTVC008M.Myoviridae_pelagibacter.NC_020484	gp20_pelagibacterM	VIR	e771706658dc96941056db4396f26f7b	1524
HTVC008M	NC_020484	gp23	gp23.HTVC008M.Myoviridae_pelagibacter.NC_020484	gp23_pelagibacterM	VIR	80587773e6936acb74be7ba801f81958	1263
syn9	DQ149023	gp20	gp20.syn9.Myoviridae.DQ149023	gp20_Myoviridae	VIR	cfaf50658ad01ae26f83c2cd618ad03a	1602
P-SSM2	NC006883	gp20	gp20.P-SSM2.Myoviridae.NC006883	gp20_Myoviridae	VIR	e70af4ff7173f863bc0f74a784ed0acc	1677
P-SSM4	NC006884	gp20	gp20.P-SSM4.Myoviridae.NC006884	gp20_Myoviridae	VIR	a5bdec6e8cbe973680973cc6dd33853e	1614
S-SM2	NC015279	gp20	gp20.S-SM2.Myoviridae.NC015279	gp20_Myoviridae	VIR	8795cc6c292b034e53a79f8e93acc96b	1668
P-HM1	NC015280	gp20	gp20.P-HM1.Myoviridae.NC015280	gp20_Myoviridae	VIR	52f8971292dfe889447e416b70e33b20	1671
S-ShM2	NC015281	gp20	gp20.S-ShM2.Myoviridae.NC015281	gp20_Myoviridae	VIR	52e8a0d422747d8f7368029997601f1d	1650
S-SM1	NC015282	gp20	gp20.S-SM1.Myoviridae.NC015282	gp20_Myoviridae	VIR	8325f464dc6a367704cdfe18fec1e55e	1602
P-RSM4	NC015283	gp20	gp20.P-RSM4.Myoviridae.NC015283	gp20_Myoviridae	VIR	1d3be9c1f60bd15328e5e448c2ca8c15	1602
P-HM2	NC015284	gp20	gp20.P-HM2.Myoviridae.NC015284	gp20_Myoviridae	VIR	fc7493f6aa97942ea27e1564fc8b03fa	1683
Syn33	NC015285	gp20	gp20.Syn33.Caudovirales.NC015285	gp20_Caudovirales	VIR	95fa2fdcdd8076948cd6f7374d4f3b60	1080
Syn19	NC015286	gp20	gp20.Syn19.Myoviridae.NC015286	gp20_Myoviridae	VIR	defd1bac309f2662c209eb503a45a14e	1596
S-SSM7	NC015287	gp20	gp20.S-SSM7.Myoviridae.NC015287	gp20_Myoviridae	VIR	17e037fd89a4def3616392d8c7949d02	1692
Syn1	NC015288	gp20	gp20.Syn1.Caudovirales.NC015288	gp20_Caudovirales	VIR	a0b896d2ed4f65eee5e872e35ab0fc9a	1680
S-SSM5	NC015289	gp20	gp20.S-SSM5.Myoviridae.NC015289	gp20_Myoviridae	VIR	bcf2fa3f220ed90467fdd6d30465025f	1605
P-SSM7	NC015290	gp20	gp20.P-SSM7.Myoviridae.NC015290	gp20_Myoviridae	VIR	3d55617a8be3e3c2edd63661268873b4	1614
S-CRM01	NC015569	gp20	gp20.S-CRM01.Myoviridae.NC015569	gp20_Myoviridae	VIR	8078ebccc64ff16b9f263fa73c3f3718	1749
P-SSM5	HQ632825	gp20	gp20.P-SSM5.Myoviridae.HQ632825	gp20_Myoviridae	VIR	2efd155566a53637af7eba227216c71e	1677
S-PM2	NC006820	gp20	gp20.S-PM2.Myoviridae.NC006820	gp20_Myoviridae	VIR	364d3b7ba291f46864e8f4df14ed77b8	1695
P-TIM68	KM359505	gp20	gp20.P-TIM68.Myoviridae.KM359505	gp20_Myoviridae	VIR	083588d1812e8cd523000ad3c4593396	1659
S-BnM1	AF016386	gp20	gp20.S-BnM1.AF016386	gp20_Myoviridae	VIR	f08739cbf8c9e032451305f7dad0282c	1635
P-ShM1	EU715812	gp20	gp20.P-ShM1.EU715812	gp20_Myoviridae	VIR	2708a38330d3e231aeed81aec315d970	545
P-ShM2	EU715781	gp20	gp20.P-ShM2.EU715781	gp20_Myoviridae	VIR	8c26487440786a9e9c19e16a2748d823	545
S-RIM10	AY259253	gp20	gp20.S-RIM10.AY259253	gp20_Myoviridae	VIR	4521b9e98d335b956ef1591d119c3185	549
